results_type,environment,inter_site_distance_m,site_area_km2,sites_per_km2,frequency_GHz,bandwidth_MHz,number_of_sectors,generation,ant_type,path_loss_dB,received_power_dBm,interference_dBm,sinr_dB,spectral_efficiency_bps_hz,capacity_mbps,capacity_mbps_km2
10_percentile,urban,39200,1330.7692764713197,0.0007514450608986175,3.5,40,3,5G,macro,160.9,-121.0,-131.99978290702776,-24.54,0.0,0.0,0.0
10_percentile,urban,39200,1330.7692764713197,0.0007514450608986175,3.7,40,3,5G,macro,163.0,-124.0,-131.29627884007297,-27.54,0.0,0.0,0.0
10_percentile,urban,39200,1330.7692764713197,0.0007514450608986175,26,200,3,5G,macro,180.0,-141.0,-148.25570701687732,-51.53,0.0,0.0,0.0
10_percentile,urban,40000,1385.6406460551018,0.0007216878364870322,0.7,10,3,5G,macro,149.0,-110.0,-121.99978290702776,-7.52,0.0,0.0,0.0
10_percentile,urban,40000,1385.6406460551018,0.0007216878364870322,0.8,10,3,4G,macro,151.9,-115.0,-119.26326593189265,-12.52,0.0,0.0,0.0
10_percentile,urban,40000,1385.6406460551018,0.0007216878364870322,1.8,10,3,4G,macro,158.0,-119.0,-127.25570701687732,-16.52,0.0,0.0,0.0
10_percentile,urban,40000,1385.6406460551018,0.0007216878364870322,2.6,10,3,4G,macro,160.0,-121.0,-128.25924267669222,-18.52,0.0,0.0,0.0
10_percentile,urban,40000,1385.6406460551018,0.0007216878364870322,3.5,40,3,5G,macro,161.0,-122.0,-132.25570701687732,-25.54,0.0,0.0,0.0
10_percentile,urban,40000,1385.6406460551018,0.0007216878364870322,3.7,40,3,5G,macro,164.0,-124.0,-131.99978290702776,-27.54,0.0,0.0,0.0
10_percentile,urban,40000,1385.6406460551018,0.0007216878364870322,26,200,3,5G,macro,180.0,-141.0,-148.25924267669222,-51.53,0.0,0.0,0.0
10_percentile,urban,40800,1441.620528155728,0.0006936638182305192,0.7,10,3,5G,macro,149.0,-111.0,-122.25959783098372,-8.52,0.0,0.0,0.0
10_percentile,urban,40800,1441.620528155728,0.0006936638182305192,0.8,10,3,4G,macro,152.0,-115.0,-119.99978290702776,-12.52,0.0,0.0,0.0
10_percentile,urban,40800,1441.620528155728,0.0006936638182305192,1.8,10,3,4G,macro,158.0,-119.0,-127.25924267669222,-16.52,0.0,0.0,0.0
10_percentile,urban,40800,1441.620528155728,0.0006936638182305192,2.6,10,3,4G,macro,160.0,-121.0,-128.9978339382435,-18.52,0.0,0.0,0.0
10_percentile,urban,40800,1441.620528155728,0.0006936638182305192,3.5,40,3,5G,macro,161.9,-122.0,-132.25924267669222,-25.54,0.0,0.0,0.0
10_percentile,urban,40800,1441.620528155728,0.0006936638182305192,3.7,40,3,5G,macro,164.0,-125.0,-132.25570701687732,-28.54,0.0,0.0,0.0
10_percentile,urban,40800,1441.620528155728,0.0006936638182305192,26,200,3,5G,macro,180.0,-141.0,-148.9978339382435,-51.53,0.0,0.0,0.0
10_percentile,urban,41600,1498.708922773198,0.0006672409730834248,0.7,10,3,5G,macro,149.0,-111.0,-122.29627884007297,-8.52,0.0,0.0,0.0
10_percentile,urban,41600,1498.708922773198,0.0006672409730834248,0.8,10,3,4G,macro,152.0,-115.0,-120.25959783098372,-12.52,0.0,0.0,0.0
10_percentile,urban,41600,1498.708922773198,0.0006672409730834248,1.8,10,3,4G,macro,158.0,-120.0,-127.99783393824349,-17.52,0.0,0.0,0.0
10_percentile,urban,41600,1498.708922773198,0.0006672409730834248,2.6,10,3,4G,macro,160.0,-121.0,-128.99978290702776,-18.52,0.0,0.0,0.0
10_percentile,urban,41600,1498.708922773198,0.0006672409730834248,3.5,40,3,5G,macro,161.0,-122.0,-132.29627884007297,-25.54,0.0,0.0,0.0
10_percentile,urban,41600,1498.708922773198,0.0006672409730834248,3.7,40,3,5G,macro,163.0,-125.0,-132.25924267669222,-28.54,0.0,0.0,0.0
10_percentile,urban,41600,1498.708922773198,0.0006672409730834248,26,200,3,5G,macro,180.0,-141.0,-148.99978290702776,-51.53,0.0,0.0,0.0
10_percentile,urban,42400,1556.9058299075125,0.0006422996052750375,0.7,10,3,5G,macro,149.0,-111.0,-122.99997828581876,-8.52,0.0,0.0,0.0
10_percentile,urban,42400,1556.9058299075125,0.0006422996052750375,0.8,10,3,4G,macro,152.0,-115.0,-120.26326593189265,-12.52,0.0,0.0,0.0
10_percentile,urban,42400,1556.9058299075125,0.0006422996052750375,1.8,10,3,4G,macro,158.0,-120.0,-127.99978290702776,-17.52,0.0,0.0,0.0
10_percentile,urban,42400,1556.9058299075125,0.0006422996052750375,2.6,10,3,4G,macro,160.0,-122.0,-129.25570701687732,-19.52,0.0,0.0,0.0
10_percentile,urban,42400,1556.9058299075125,0.0006422996052750375,3.5,40,3,5G,macro,161.0,-123.0,-132.99978290702776,-26.54,0.0,0.0,0.0
10_percentile,urban,42400,1556.9058299075125,0.0006422996052750375,3.7,40,3,5G,macro,164.0,-125.0,-132.29627884007297,-28.54,0.0,0.0,0.0
10_percentile,urban,42400,1556.9058299075125,0.0006422996052750375,26,200,3,5G,macro,180.0,-142.0,-149.25570701687732,-52.53,0.0,0.0,0.0
10_percentile,urban,43200,1616.2112495586707,0.0006187309983599385,0.7,10,3,5G,macro,150.0,-112.0,-123.25959783098372,-9.52,0.0,0.0,0.0
10_percentile,urban,43200,1616.2112495586707,0.0006187309983599385,0.8,10,3,4G,macro,152.0,-116.0,-120.99978290702776,-13.52,0.0,0.0,0.0
10_percentile,urban,43200,1616.2112495586707,0.0006187309983599385,1.8,10,3,4G,macro,159.0,-120.0,-128.25570701687732,-17.52,0.0,0.0,0.0
10_percentile,urban,43200,1616.2112495586707,0.0006187309983599385,2.6,10,3,4G,macro,160.0,-122.0,-129.25924267669222,-19.52,0.0,0.0,0.0
10_percentile,urban,43200,1616.2112495586707,0.0006187309983599385,3.5,40,3,5G,macro,162.0,-123.0,-133.25570701687732,-26.54,0.0,0.0,0.0
10_percentile,urban,43200,1616.2112495586707,0.0006187309983599385,3.7,40,3,5G,macro,164.0,-125.0,-132.99978290702776,-28.54,0.0,0.0,0.0
10_percentile,urban,43200,1616.2112495586707,0.0006187309983599385,26,200,3,5G,macro,180.0,-142.0,-149.25924267669222,-52.53,0.0,0.0,0.0
10_percentile,urban,44000,1676.6251817266732,0.0005964362285016795,0.7,10,3,5G,macro,150.0,-112.0,-123.29627884007299,-9.52,0.0,0.0,0.0
10_percentile,urban,44000,1676.6251817266732,0.0005964362285016795,0.8,10,3,4G,macro,153.0,-116.0,-121.25959783098372,-13.52,0.0,0.0,0.0
10_percentile,urban,44000,1676.6251817266732,0.0005964362285016795,1.8,10,3,4G,macro,159.0,-120.0,-128.25924267669222,-17.52,0.0,0.0,0.0
10_percentile,urban,44000,1676.6251817266732,0.0005964362285016795,2.6,10,3,4G,macro,161.0,-122.0,-129.9978339382435,-19.52,0.0,0.0,0.0
10_percentile,urban,44000,1676.6251817266732,0.0005964362285016795,3.5,40,3,5G,macro,162.0,-123.0,-133.25924267669222,-26.54,0.0,0.0,0.0
10_percentile,urban,44000,1676.6251817266732,0.0005964362285016795,3.7,40,3,5G,macro,164.0,-126.0,-132.99978290702776,-29.54,0.0,0.0,0.0
10_percentile,urban,44000,1676.6251817266732,0.0005964362285016795,26,200,3,5G,macro,181.0,-142.0,-149.9978339382435,-52.53,0.0,0.0,0.0
10_percentile,urban,44800,1738.1476264115195,0.0005753251247505041,0.7,10,3,5G,macro,150.0,-112.0,-123.99978290702776,-9.52,0.0,0.0,0.0
10_percentile,urban,44800,1738.1476264115195,0.0005753251247505041,0.8,10,3,4G,macro,153.0,-116.0,-121.26326593189265,-13.52,0.0,0.0,0.0
10_percentile,urban,44800,1738.1476264115195,0.0005753251247505041,1.8,10,3,4G,macro,159.0,-121.0,-128.29627884007297,-18.52,0.0,0.0,0.0
10_percentile,urban,44800,1738.1476264115195,0.0005753251247505041,2.6,10,3,4G,macro,161.0,-122.0,-129.99978290702776,-19.52,0.0,0.0,0.0
10_percentile,urban,44800,1738.1476264115195,0.0005753251247505041,3.5,40,3,5G,macro,162.0,-123.0,-133.29627884007297,-26.54,0.0,0.0,0.0
10_percentile,urban,44800,1738.1476264115195,0.0005753251247505041,3.7,40,3,5G,macro,164.0,-126.0,-133.25924267669222,-29.54,0.0,0.0,0.0
10_percentile,urban,44800,1738.1476264115195,0.0005753251247505041,26,200,3,5G,macro,181.0,-142.0,-149.99978290702776,-52.53,0.0,0.0,0.0
10_percentile,urban,45600,1800.7785836132102,0.0005553153558687536,0.7,10,3,5G,macro,150.0,-113.0,-124.25959783098372,-10.52,0.0,0.0,0.0
10_percentile,urban,45600,1800.7785836132102,0.0005553153558687536,0.8,10,3,4G,macro,153.0,-116.0,-121.99978290702776,-13.52,0.0,0.0,0.0
10_percentile,urban,45600,1800.7785836132102,0.0005553153558687536,1.8,10,3,4G,macro,159.0,-121.0,-128.99978290702776,-18.52,0.0,0.0,0.0
10_percentile,urban,45600,1800.7785836132102,0.0005553153558687536,2.6,10,3,4G,macro,161.0,-123.0,-130.25570701687732,-20.52,0.0,0.0,0.0
10_percentile,urban,45600,1800.7785836132102,0.0005553153558687536,3.5,40,3,5G,macro,162.0,-123.0,-133.9978339382435,-26.54,0.0,0.0,0.0
10_percentile,urban,45600,1800.7785836132102,0.0005553153558687536,3.7,40,3,5G,macro,165.0,-126.0,-133.29281472551915,-29.54,0.0,0.0,0.0
10_percentile,urban,45600,1800.7785836132102,0.0005553153558687536,26,200,3,5G,macro,181.0,-143.0,-150.25570701687732,-53.53,0.0,0.0,0.0
10_percentile,urban,46400,1864.518053331745,0.0005363316264023724,0.7,10,3,5G,macro,150.0,-113.0,-124.26326593189265,-10.52,0.0,0.0,0.0
10_percentile,urban,46400,1864.518053331745,0.0005363316264023724,0.8,10,3,4G,macro,153.0,-117.0,-122.25924267669222,-14.52,0.0,0.0,0.0
10_percentile,urban,46400,1864.518053331745,0.0005363316264023724,1.8,10,3,4G,macro,159.0,-121.0,-128.99978290702776,-18.52,0.0,0.0,0.0
10_percentile,urban,46400,1864.518053331745,0.0005363316264023724,2.6,10,3,4G,macro,161.0,-123.0,-130.25924267669222,-20.52,0.0,0.0,0.0
10_percentile,urban,46400,1864.518053331745,0.0005363316264023724,3.5,40,3,5G,macro,162.0,-124.0,-133.99978290702776,-27.54,0.0,0.0,0.0
10_percentile,urban,46400,1864.518053331745,0.0005363316264023724,3.7,40,3,5G,macro,165.0,-126.0,-133.9978339382435,-29.54,0.0,0.0,0.0
10_percentile,urban,46400,1864.518053331745,0.0005363316264023724,26,200,3,5G,macro,181.0,-143.0,-150.25924267669222,-53.53,0.0,0.0,0.0
10_percentile,urban,47200,1929.3660355671236,0.0005183049673132952,0.7,10,3,5G,macro,151.0,-113.0,-124.99978290702776,-10.52,0.0,0.0,0.0
10_percentile,urban,47200,1929.3660355671236,0.0005183049673132952,0.8,10,3,4G,macro,154.0,-117.0,-122.26326593189265,-14.52,0.0,0.0,0.0
10_percentile,urban,47200,1929.3660355671236,0.0005183049673132952,1.8,10,3,4G,macro,160.0,-121.0,-129.25924267669222,-18.52,0.0,0.0,0.0
10_percentile,urban,47200,1929.3660355671236,0.0005183049673132952,2.6,10,3,4G,macro,162.0,-123.0,-130.29627884007297,-20.52,0.0,0.0,0.0
10_percentile,urban,47200,1929.3660355671236,0.0005183049673132952,3.5,40,3,5G,macro,163.0,-124.0,-134.25924267669222,-27.54,0.0,0.0,0.0
10_percentile,urban,47200,1929.3660355671236,0.0005183049673132952,3.7,40,3,5G,macro,165.0,-127.0,-133.99978290702776,-30.54,0.0,0.0,0.0
10_percentile,urban,47200,1929.3660355671236,0.0005183049673132952,26,200,3,5G,macro,182.0,-143.0,-150.29627884007297,-53.53,0.0,0.0,0.0
10_percentile,urban,48000,1995.3225303193465,0.0005011721086715502,0.7,10,3,5G,macro,151.0,-113.0,-125.25959783098372,-10.52,0.0,0.0,0.0
10_percentile,urban,48000,1995.3225303193465,0.0005011721086715502,0.8,10,3,4G,macro,154.0,-117.0,-122.82390874094432,-14.52,0.0,0.0,0.0
10_percentile,urban,48000,1995.3225303193465,0.0005011721086715502,1.8,10,3,4G,macro,160.0,-121.0,-129.26256139141321,-18.52,0.0,0.0,0.0
10_percentile,urban,48000,1995.3225303193465,0.0005011721086715502,2.6,10,3,4G,macro,162.0,-123.0,-130.9978339382435,-20.52,0.0,0.0,0.0
10_percentile,urban,48000,1995.3225303193465,0.0005011721086715502,3.5,40,3,5G,macro,163.0,-124.0,-134.25924267669222,-27.54,0.0,0.0,0.0
10_percentile,urban,48000,1995.3225303193465,0.0005011721086715502,3.7,40,3,5G,macro,165.0,-127.0,-134.25606058285882,-30.54,0.0,0.0,0.0
10_percentile,urban,48000,1995.3225303193465,0.0005011721086715502,26,200,3,5G,macro,182.0,-143.0,-150.9978339382435,-53.53,0.0,0.0,0.0
10_percentile,urban,48800,2062.3875375884136,0.00048487492373490475,0.7,10,3,5G,macro,151.0,-114.0,-125.26326593189265,-11.52,0.0,0.0,0.0
10_percentile,urban,48800,2062.3875375884136,0.00048487492373490475,0.8,10,3,4G,macro,154.0,-117.0,-122.99978290702776,-14.52,0.0,0.0,0.0
10_percentile,urban,48800,2062.3875375884136,0.00048487492373490475,1.8,10,3,4G,macro,160.0,-122.0,-129.9978339382435,-19.52,0.0,0.0,0.0
10_percentile,urban,48800,2062.3875375884136,0.00048487492373490475,2.6,10,3,4G,macro,162.0,-123.0,-130.99978290702776,-20.52,0.0,0.0,0.0
10_percentile,urban,48800,2062.3875375884136,0.00048487492373490475,3.5,40,3,5G,macro,163.0,-124.0,-134.9978339382435,-27.54,0.0,0.0,0.0
10_percentile,urban,48800,2062.3875375884136,0.00048487492373490475,3.7,40,3,5G,macro,165.0,-127.0,-134.25924267669222,-30.54,0.0,0.0,0.0
10_percentile,urban,48800,2062.3875375884136,0.00048487492373490475,26,200,3,5G,macro,182.0,-143.0,-150.99978290702776,-53.53,0.0,0.0,0.0
10_percentile,urban,49600,2130.5610573743247,0.0004693599352803279,0.7,10,3,5G,macro,151.0,-114.0,-125.29627884007299,-11.52,0.0,0.0,0.0
10_percentile,urban,49600,2130.5610573743247,0.0004693599352803279,0.8,10,3,4G,macro,154.0,-117.0,-123.25959783098372,-14.52,0.0,0.0,0.0
10_percentile,urban,49600,2130.5610573743247,0.0004693599352803279,1.8,10,3,4G,macro,160.0,-122.0,-129.99978290702776,-19.52,0.0,0.0,0.0
10_percentile,urban,49600,2130.5610573743247,0.0004693599352803279,2.6,10,3,4G,macro,162.0,-124.0,-131.25606058285882,-21.52,0.0,0.0,0.0
10_percentile,urban,49600,2130.5610573743247,0.0004693599352803279,3.5,40,3,5G,macro,163.0,-125.0,-134.99978290702776,-28.54,0.0,0.0,0.0
10_percentile,urban,49600,2130.5610573743247,0.0004693599352803279,3.7,40,3,5G,macro,166.0,-127.0,-134.9978339382435,-30.54,0.0,0.0,0.0
10_percentile,urban,49600,2130.5610573743247,0.0004693599352803279,26,200,3,5G,macro,182.0,-144.0,-151.2560605828588,-54.53,0.0,0.0,0.0
10_percentile,urban,50400,2199.8430896770797,0.0004545778763460772,0.7,10,3,5G,macro,152.0,-114.0,-125.99997828581876,-11.52,0.0,0.0,0.0
10_percentile,urban,50400,2199.8430896770797,0.0004545778763460772,0.8,10,3,4G,macro,154.0,-118.0,-123.26326593189265,-15.52,0.0,0.0,0.0
10_percentile,urban,50400,2199.8430896770797,0.0004545778763460772,1.8,10,3,4G,macro,161.0,-122.0,-130.25570701687732,-19.52,0.0,0.0,0.0
10_percentile,urban,50400,2199.8430896770797,0.0004545778763460772,2.6,10,3,4G,macro,162.0,-124.0,-131.25924267669222,-21.52,0.0,0.0,0.0
10_percentile,urban,50400,2199.8430896770797,0.0004545778763460772,3.5,40,3,5G,macro,164.0,-125.0,-135.25570701687732,-28.54,0.0,0.0,0.0
10_percentile,urban,50400,2199.8430896770797,0.0004545778763460772,3.7,40,3,5G,macro,166.0,-127.0,-134.99978290702776,-30.54,0.0,0.0,0.0
10_percentile,urban,50400,2199.8430896770797,0.0004545778763460772,26,200,3,5G,macro,182.0,-144.0,-151.25924267669222,-54.53,0.0,0.0,0.0
10_percentile,urban,51200,2270.233634496679,0.0004404832986371046,0.7,10,3,5G,macro,152.0,-115.0,-126.25959783098372,-12.52,0.0,0.0,0.0
10_percentile,urban,51200,2270.233634496679,0.0004404832986371046,0.8,10,3,4G,macro,155.0,-118.0,-123.99978290702776,-15.52,0.0,0.0,0.0
10_percentile,urban,51200,2270.233634496679,0.0004404832986371046,1.8,10,3,4G,macro,161.0,-122.0,-130.25924267669222,-19.52,0.0,0.0,0.0
10_percentile,urban,51200,2270.233634496679,0.0004404832986371046,2.6,10,3,4G,macro,163.0,-124.0,-131.9978339382435,-21.52,0.0,0.0,0.0
10_percentile,urban,51200,2270.233634496679,0.0004404832986371046,3.5,40,3,5G,macro,164.0,-125.0,-135.25924267669222,-28.54,0.0,0.0,0.0
10_percentile,urban,51200,2270.233634496679,0.0004404832986371046,3.7,40,3,5G,macro,166.0,-128.0,-134.99978290702776,-31.54,0.0,0.0,0.0
10_percentile,urban,51200,2270.233634496679,0.0004404832986371046,26,200,3,5G,macro,183.0,-144.0,-151.9978339382435,-54.53,0.0,0.0,0.0
10_percentile,urban,52000,2341.732691833122,0.0004270342227733919,0.7,10,3,5G,macro,152.0,-115.0,-126.26326593189265,-12.52,0.0,0.0,0.0
10_percentile,urban,52000,2341.732691833122,0.0004270342227733919,0.8,10,3,4G,macro,155.0,-118.0,-124.25924267669222,-15.52,0.0,0.0,0.0
10_percentile,urban,52000,2341.732691833122,0.0004270342227733919,1.8,10,3,4G,macro,161.0,-122.0,-130.29281472551915,-19.52,0.0,0.0,0.0
10_percentile,urban,52000,2341.732691833122,0.0004270342227733919,2.6,10,3,4G,macro,163.0,-124.0,-131.99978290702776,-21.52,0.0,0.0,0.0
10_percentile,urban,52000,2341.732691833122,0.0004270342227733919,3.5,40,3,5G,macro,164.0,-125.0,-135.29242982390207,-28.54,0.0,0.0,0.0
10_percentile,urban,52000,2341.732691833122,0.0004270342227733919,3.7,40,3,5G,macro,166.0,-128.0,-135.25924267669222,-31.54,0.0,0.0,0.0
10_percentile,urban,52000,2341.732691833122,0.0004270342227733919,26,200,3,5G,macro,183.0,-144.0,-151.99978290702776,-54.53,0.0,0.0,0.0
10_percentile,urban,52800,2414.3402616864096,0.00041419182534838854,0.7,10,3,5G,macro,151.0,-115.0,-126.99978290702776,-12.52,0.0,0.0,0.0
10_percentile,urban,52800,2414.3402616864096,0.00041419182534838854,0.8,10,3,4G,macro,154.0,-118.0,-124.25959783098372,-15.52,0.0,0.0,0.0
10_percentile,urban,52800,2414.3402616864096,0.00041419182534838854,1.8,10,3,4G,macro,160.0,-123.0,-130.9978339382435,-20.52,0.0,0.0,0.0
10_percentile,urban,52800,2414.3402616864096,0.00041419182534838854,2.6,10,3,4G,macro,162.0,-125.0,-131.99978290702776,-22.52,0.0,0.0,0.0
10_percentile,urban,52800,2414.3402616864096,0.00041419182534838854,3.5,40,3,5G,macro,163.0,-125.0,-135.9978339382435,-28.54,0.0,0.0,0.0
10_percentile,urban,52800,2414.3402616864096,0.00041419182534838854,3.7,40,3,5G,macro,166.0,-128.0,-135.25924267669222,-31.54,0.0,0.0,0.0
10_percentile,urban,52800,2414.3402616864096,0.00041419182534838854,26,200,3,5G,macro,182.0,-145.0,-151.99978290702776,-55.53,0.0,0.0,0.0
10_percentile,urban,53600,2488.0563440565406,0.00040192015843563836,0.7,10,3,5G,macro,151.9,-115.0,-127.25924267669222,-12.52,0.0,0.0,0.0
10_percentile,urban,53600,2488.0563440565406,0.00040192015843563836,0.8,10,3,4G,macro,155.0,-118.0,-124.26326593189265,-15.52,0.0,0.0,0.0
10_percentile,urban,53600,2488.0563440565406,0.00040192015843563836,1.8,10,3,4G,macro,160.0,-123.0,-130.99978290702776,-20.52,0.0,0.0,0.0
10_percentile,urban,53600,2488.0563440565406,0.00040192015843563836,2.6,10,3,4G,macro,162.0,-125.0,-132.25924267669222,-22.52,0.0,0.0,0.0
10_percentile,urban,53600,2488.0563440565406,0.00040192015843563836,3.5,40,3,5G,macro,163.0,-126.0,-135.99978290702776,-29.54,0.0,0.0,0.0
10_percentile,urban,53600,2488.0563440565406,0.00040192015843563836,3.7,40,3,5G,macro,166.0,-128.0,-135.9978339382435,-31.54,0.0,0.0,0.0
10_percentile,urban,53600,2488.0563440565406,0.00040192015843563836,26,200,3,5G,macro,182.0,-145.0,-152.25924267669222,-55.53,0.0,0.0,0.0
10_percentile,urban,54400,2562.8809389435164,0.0003901858977546671,0.7,10,3,5G,macro,152.0,-116.0,-127.25959783098372,-13.52,0.0,0.0,0.0
10_percentile,urban,54400,2562.8809389435164,0.0003901858977546671,0.8,10,3,4G,macro,155.0,-119.0,-124.99978290702776,-16.52,0.0,0.0,0.0
10_percentile,urban,54400,2562.8809389435164,0.0003901858977546671,1.8,10,3,4G,macro,161.0,-123.0,-131.25570701687732,-20.52,0.0,0.0,0.0
10_percentile,urban,54400,2562.8809389435164,0.0003901858977546671,2.6,10,3,4G,macro,162.0,-125.0,-132.25924267669222,-22.52,0.0,0.0,0.0
10_percentile,urban,54400,2562.8809389435164,0.0003901858977546671,3.5,40,3,5G,macro,163.0,-126.0,-136.25570701687732,-29.54,0.0,0.0,0.0
10_percentile,urban,54400,2562.8809389435164,0.0003901858977546671,3.7,40,3,5G,macro,166.0,-128.0,-135.99978290702776,-31.54,0.0,0.0,0.0
10_percentile,urban,54400,2562.8809389435164,0.0003901858977546671,26,200,3,5G,macro,182.0,-145.0,-152.25924267669222,-55.53,0.0,0.0,0.0
10_percentile,urban,55200,2638.814046347336,0.0003789581161977695,0.7,10,3,5G,macro,152.0,-116.0,-127.26326593189265,-13.52,0.0,0.0,0.0
10_percentile,urban,55200,2638.814046347336,0.0003789581161977695,0.8,10,3,4G,macro,155.0,-119.0,-125.25924267669222,-16.52,0.0,0.0,0.0
10_percentile,urban,55200,2638.814046347336,0.0003789581161977695,1.8,10,3,4G,macro,161.0,-123.0,-131.25924267669222,-20.52,0.0,0.0,0.0
10_percentile,urban,55200,2638.814046347336,0.0003789581161977695,2.6,10,3,4G,macro,163.0,-125.0,-132.9978339382435,-22.52,0.0,0.0,0.0
10_percentile,urban,55200,2638.814046347336,0.0003789581161977695,3.5,40,3,5G,macro,164.0,-126.0,-136.25924267669222,-29.54,0.0,0.0,0.0
10_percentile,urban,55200,2638.814046347336,0.0003789581161977695,3.7,40,3,5G,macro,166.0,-129.0,-135.99978290702776,-32.54,0.0,0.0,0.0
10_percentile,urban,55200,2638.814046347336,0.0003789581161977695,26,200,3,5G,macro,183.0,-145.0,-152.9978339382435,-55.53,0.0,0.0,0.0
10_percentile,urban,56000,2715.855666268,0.0003682080798403225,0.7,10,3,5G,macro,152.0,-116.0,-127.99978290702776,-13.52,0.0,0.0,0.0
10_percentile,urban,56000,2715.855666268,0.0003682080798403225,0.8,10,3,4G,macro,155.0,-119.0,-125.25959783098372,-16.52,0.0,0.0,0.0
10_percentile,urban,56000,2715.855666268,0.0003682080798403225,1.8,10,3,4G,macro,161.0,-123.0,-131.26256139141321,-20.52,0.0,0.0,0.0
10_percentile,urban,56000,2715.855666268,0.0003682080798403225,2.6,10,3,4G,macro,163.0,-125.0,-132.99978290702776,-22.52,0.0,0.0,0.0
10_percentile,urban,56000,2715.855666268,0.0003682080798403225,3.5,40,3,5G,macro,164.0,-126.0,-136.25924267669222,-29.54,0.0,0.0,0.0
10_percentile,urban,56000,2715.855666268,0.0003682080798403225,3.7,40,3,5G,macro,166.0,-129.0,-136.25606058285882,-32.54,0.0,0.0,0.0
10_percentile,urban,56000,2715.855666268,0.0003682080798403225,26,200,3,5G,macro,183.0,-145.0,-152.99978290702776,-55.53,0.0,0.0,0.0
10_percentile,urban,56800,2794.0057987055075,0.0003579090639193772,0.7,10,3,5G,macro,152.0,-116.0,-128.25924267669222,-13.52,0.0,0.0,0.0
10_percentile,urban,56800,2794.0057987055075,0.0003579090639193772,0.8,10,3,4G,macro,155.0,-119.0,-125.26326593189265,-16.52,0.0,0.0,0.0
10_percentile,urban,56800,2794.0057987055075,0.0003579090639193772,1.8,10,3,4G,macro,161.0,-124.0,-131.9978339382435,-21.52,0.0,0.0,0.0
10_percentile,urban,56800,2794.0057987055075,0.0003579090639193772,2.6,10,3,4G,macro,163.0,-125.0,-132.99978290702776,-22.52,0.0,0.0,0.0
10_percentile,urban,56800,2794.0057987055075,0.0003579090639193772,3.5,40,3,5G,macro,164.0,-126.0,-136.9978339382435,-29.54,0.0,0.0,0.0
10_percentile,urban,56800,2794.0057987055075,0.0003579090639193772,3.7,40,3,5G,macro,167.0,-129.0,-136.25924267669222,-32.54,0.0,0.0,0.0
10_percentile,urban,56800,2794.0057987055075,0.0003579090639193772,26,200,3,5G,macro,183.0,-145.0,-152.99978290702776,-55.53,0.0,0.0,0.0
10_percentile,urban,57600,2873.2644436598594,0.00034803618657746536,0.7,10,3,5G,macro,152.9,-117.0,-128.25959783098372,-14.52,0.0,0.0,0.0
10_percentile,urban,57600,2873.2644436598594,0.00034803618657746536,0.8,10,3,4G,macro,155.0,-120.0,-125.99978290702776,-17.52,0.0,0.0,0.0
10_percentile,urban,57600,2873.2644436598594,0.00034803618657746536,1.8,10,3,4G,macro,161.0,-124.0,-131.99978290702776,-21.52,0.0,0.0,0.0
10_percentile,urban,57600,2873.2644436598594,0.00034803618657746536,2.6,10,3,4G,macro,163.0,-126.0,-133.25570701687732,-23.52,0.0,0.0,0.0
10_percentile,urban,57600,2873.2644436598594,0.00034803618657746536,3.5,40,3,5G,macro,164.0,-126.0,-136.99978290702776,-29.54,0.0,0.0,0.0
10_percentile,urban,57600,2873.2644436598594,0.00034803618657746536,3.7,40,3,5G,macro,167.0,-129.0,-136.29627884007297,-32.54,0.0,0.0,0.0
10_percentile,urban,57600,2873.2644436598594,0.00034803618657746536,26,200,3,5G,macro,183.0,-146.0,-153.25570701687732,-56.53,0.0,0.0,0.0
10_percentile,urban,58400,2953.631601131055,0.00033856625843827745,0.7,10,3,5G,macro,152.9,-117.0,-128.26326593189265,-14.52,0.0,0.0,0.0
10_percentile,urban,58400,2953.631601131055,0.00033856625843827745,0.8,10,3,4G,macro,156.0,-120.0,-126.25924267669222,-17.52,0.0,0.0,0.0
10_percentile,urban,58400,2953.631601131055,0.00033856625843827745,1.8,10,3,4G,macro,162.0,-124.0,-131.99978290702776,-21.52,0.0,0.0,0.0
10_percentile,urban,58400,2953.631601131055,0.00033856625843827745,2.6,10,3,4G,macro,163.0,-126.0,-133.25924267669222,-23.52,0.0,0.0,0.0
10_percentile,urban,58400,2953.631601131055,0.00033856625843827745,3.5,40,3,5G,macro,164.0,-127.0,-136.99978290702776,-30.54,0.0,0.0,0.0
10_percentile,urban,58400,2953.631601131055,0.00033856625843827745,3.7,40,3,5G,macro,167.0,-129.0,-136.9978339382435,-32.54,0.0,0.0,0.0
10_percentile,urban,58400,2953.631601131055,0.00033856625843827745,26,200,3,5G,macro,183.0,-146.0,-153.25924267669222,-56.53,0.0,0.0,0.0
10_percentile,urban,59200,3035.107271119095,0.0003294776463143865,0.7,10,3,5G,macro,152.0,-117.0,-128.99978290702776,-14.52,0.0,0.0,0.0
10_percentile,urban,59200,3035.107271119095,0.0003294776463143865,0.8,10,3,4G,macro,154.9,-120.0,-126.25959783098372,-17.52,0.0,0.0,0.0
10_percentile,urban,59200,3035.107271119095,0.0003294776463143865,1.8,10,3,4G,macro,161.0,-124.0,-132.25606058285882,-21.52,0.0,0.0,0.0
